"TIME_PERIOD","GEO","INDICATOR","DETAIL","VALUE"
"2023";"CH";"Total";"Total";1793029
"2023";"CH";"1040";"Total";80246
"2023";"CH";"1021";"Total";1016592
"2023";"CH";"1025";"Total";496687
"2023";"CH";"1030";"Total";199504
"2023";"CH";"Total";"<1919/1919";333860
"2023";"CH";"Total";"1919/1945";198071
"2023";"CH";"Total";"1946/1960";185916
"2023";"CH";"Total";"1961/1970";171176
"2023";"CH";"Total";"1971/1980";193498
"2023";"CH";"Total";"1981/1990";200656
"2023";"CH";"Total";"1991/2000";178391
"2023";"CH";"Total";"2001/2005";81238
"2023";"CH";"Total";"2006/2010";85205
"2023";"CH";"Total";"2011/2014";72020
"2023";"CH";"Total";"2016/2020";61309
"2023";"CH";"Total";"2021/2023";31689
"2023";"CH";"1040";"<1919/1919";27054
"2023";"CH";"1021";"<1919/1919";124663
"2023";"CH";"1025";"<1919/1919";91362
"2023";"CH";"1030";"<1919/1919";90781
"2023";"CH";"1040";"1919/1945";11089
"2023";"CH";"1021";"1919/1945";107818
"2023";"CH";"1025";"1919/1945";53348
"2023";"CH";"1030";"1919/1945";25816
"2023";"CH";"1040";"1946/1960";8198
"2023";"CH";"1021";"1946/1960";106050
"2023";"CH";"1025";"1946/1960";54701
"2023";"CH";"1030";"1946/1960";16967
"2023";"CH";"1040";"1961/1970";7806
"2023";"CH";"1021";"1961/1970";92170
"2023";"CH";"1025";"1961/1970";56651
"2023";"CH";"1030";"1961/1970";14549
"2023";"CH";"1040";"1971/1980";6992
"2023";"CH";"1021";"1971/1980";120792
"2023";"CH";"1025";"1971/1980";52588
"2023";"CH";"1030";"1971/1980";13126
"2023";"CH";"1040";"1981/1990";7066
"2023";"CH";"1021";"1981/1990";133170
"2023";"CH";"1025";"1981/1990";46453
"2023";"CH";"1030";"1981/1990";13967
"2023";"CH";"1040";"1991/2000";5175
"2023";"CH";"1021";"1991/2000";119742
"2023";"CH";"1025";"1991/2000";41528
"2023";"CH";"1030";"1991/2000";11946
"2023";"CH";"1040";"2001/2005";1297
"2023";"CH";"1021";"2001/2005";61340
"2023";"CH";"1025";"2001/2005";16343
"2023";"CH";"1030";"2001/2005";2258
"2023";"CH";"1040";"2006/2010";1563
"2023";"CH";"1021";"2006/2010";58223
"2023";"CH";"1025";"2006/2010";22929
"2023";"CH";"1030";"2006/2010";2490
"2023";"CH";"1040";"2011/2014";1597
