"TIME_PERIOD","GEO","INDICATOR","VALUE"
"2020","CH032","Total",48.2
"2020","CH032","1",33.4
"2020","CH032","2",46.1
"2020","CH032","3",43.9
"2020","CH032","4",43.8
"2020","CH032","5",51.4
"2020","CH032","6",62.2
"2020","CH052","Total",51.4
"2020","CH052","1",31.8
"2020","CH052","2",47.0
"2020","CH052","3",48.3
"2020","CH052","4",46.7
"2020","CH052","5",54.2
"2020","CH052","6",63.7
"2020","CH053","Total",51.6
"2020","CH053","1",29.6
"2020","CH053","2",44.9
"2020","CH053","3",47.3
"2020","CH053","4",45.8
"2020","CH053","5",51.9
"2020","CH053","6",61.6
"2020","CH054","Total",50.7
"2020","CH054","1",26.7
"2020","CH054","2",42.5
"2020","CH054","3",45.9
"2020","CH054","4",46.9
"2020","CH054","5",51.8
"2020","CH054","6",54.5
"2020","CH055","Total",48.1
"2020","CH055","1",30.5
"2020","CH055","2",45.7
"2020","CH055","3",46.2
"2020","CH055","4",43.4
"2020","CH055","5",49.3
"2020","CH055","6",57.9
"2020","CH056","Total",47.7
"2020","CH056","1",25.2
"2020","CH056","2",41.1
"2020","CH056","3",45.5
"2020","CH056","4",44.9
"2020","CH056","5",51.1
"2020","CH056","6",60.6
"2020","CH033","Total",50.2
"2020","CH033","1",33.2
"2020","CH033","2",47.5
"2020","CH033","3",46.8
"2020","CH033","4",45.5
"2020","CH033","5",52.9
"2020","CH033","6",61.5
"2020","CH057","Total",51.9
"2020","CH057","1",32.7
"2020","CH057","2",47.4
"2020","CH057","3",48.6
"2020","CH057","4",46.5
"2020","CH057","5",54.3
"2020","CH057","6",61.7
"2020","CH070","Total",48.7
"2020","CH070","1",41.3
"2020","CH070","2",45.9
"2020","CH070","3",45.6
"2020","CH070","4",45.9
"2020","CH070","5",52.8
"2020","CH070","6",64.9
"2020","CH011","Total",43.3
"2020","CH011","1",26.3
"2020","CH011","2",38.8
"2020","CH011","3",37.7
"2020","CH011","4",40.1
"2020","CH011","5",49.7
"2020","CH011","6",63.5
"2020","CH012","Total",46.7
"2020","CH012","1",24.8
"2020","CH012","2",39.3
"2020","CH012","3",43.6
"2020","CH012","4",45.8
"2020","CH012","5",50.5
"2020","CH012","6",60.0
"2020","CH024","Total",45.5
"2020","CH024","1",33.0
"2020","CH024","2",42.4
"2020","CH024","3",43.0
"2020","CH024","4",41.7
"2020","CH024","5",49.1
"2020","CH024","6",60.3
"2020","CH013","Total",36.9
"2020","CH013","1",27.8
"2020","CH013","2",35.0
"2020","CH013","3",33.6
"2020","CH013","4",34.9
"2020","CH013","5",41.3
"2020","CH013","6",59.6
"2020","CH025","Total",48.2
"2020","CH025","1",28.0
"2020","CH025","2",40.0
"2020","CH025","3",43.9
"2020","CH025","4",44.7
"2020","CH025","5",50.3
"2020","CH025","6",56.8
"2019","CH","Total",46.0
"2019","CH","1",29.6
"2019","CH","2",42.3
"2019","CH","3",42.4
"2019","CH","4",42.6
"2019","CH","5",50.0
"2019","CH","6",59.7
"2019","CH040","Total",44.7
"2019","CH040","1",32.7
"2019","CH040","2",45.3
"2019","CH040","3",42.4
"2019","CH040","4",40.3
"2019","CH040","5",48.7
"2019","CH040","6",59.7
"2019","CH021","Total",46.0
"2019","CH021","1",28.8
"2019","CH021","2",42.2
"2019","CH021","3",43.1
"2019","CH021","4",43.3
"2019","CH021","5",49.9
"2019","CH021","6",57.9
"2019","CH061","Total",46.7
"2019","CH061","1",31.4
"2019","CH061","2",45.6
"2019","CH061","3",46.5
"2019","CH061","4",42.6
"2019","CH061","5",48.3
"2019","CH061","6",55.2
"2019","CH062","Total",46.7
"2019","CH062","1",26.8
"2019","CH062","2",41.7
"2019","CH062","3",45.7
"2019","CH062","4",44.1
"2019","CH062","5",47.2
"2019","CH062","6",53.6
"2019","CH063","Total",49.9
"2019","CH063","1",30.7
"2019","CH063","2",45.1
"2019","CH063","3",48.4
"2019","CH063","4",46.2
"2019","CH063","5",51.7
"2019","CH063","6",59.8
"2019","CH064","Total",48.4
"2019","CH064","1",25.9
"2019","CH064","2",43.8
"2019","CH064","3",46.5
"2019","CH064","4",44.9
"2019","CH064","5",50.1
"2019","CH064","6",57.5
"2019","CH065","Total",50.0
"2019","CH065","1",28.0
"2019","CH065","2",45.1
"2019","CH065","3",50.3
"2019","CH065","4",47.2
"2019","CH065","5",51.8
"2019","CH065","6",58.7
"2019","CH051","Total",50.0
"2019","CH051","1",31.3
"2019","CH051","2",46.5
"2019","CH051","3",45.9
"2019","CH051","4",44.7
"2019","CH051","5",50.9
"2019","CH051","6",63.7
"2019","CH066","Total",47.4
"2019","CH066","1",30.1
"2019","CH066","2",46.8
"2019","CH066","3",47.2
"2019","CH066","4",43.7
"2019","CH066","5",48.8
"2019","CH066","6",60.2
"2019","CH022","Total",45.3
"2019","CH022","1",26.5
"2019","CH022","2",40.9
"2019","CH022","3",41.0
"2019","CH022","4",42.1
