Rank,Athlete,Nation,D,E,ND,Total,year,round
1,Aly Raisman,USA,6.2,8.9,0.0,15.1,2016,final
2,Brenna Dowell,USA,5.9,8.925,0.0,14.825,2016,final
3,Shallon Olsen,CAN,6.1,8.3,0.0,14.4,2016,final
4,Nagi Kajita,JPN,5.7,8.25,0.0,13.95,2016,final
5,Georgia-Rose Brown,AUS,5.3,8.525,0.0,13.825,2016,final
6,Megan Roberts,CAN,5.6,8.15,0.0,13.75,2016,final
7,Emily Little,AUS,5.1,8.1,0.0,13.2,2016,final
8,Courtney McGregor,NZL,5.3,7.825,-0.1,13.025,2016,final
