Date,Competition,,VT,UB,BB,FX,AA
Aug 24-27,U.S. Championships,AA,13.4,14.4,12.25,12.4,52.45
Aug 24-27,U.S. Championships,QF,13.15,11,13.05,11.8,49
Aug 4-6,U.S. Classic,AA,13.65,14.75,12.45,12.15,53
Jul 9-12,July National Team Camp,AA,13.9,14.55,11.1,12.05,51.6
30-Apr,Pan American Trials,AA,13.6,14.75,12.9,12.7,53.95
Mar 17-19,DTB Pokal Team Challenge,EF,0,14.633,0,0,0
Mar 17-19,DTB Pokal Team Challenge,AA,13.9,14.85,12.9,10.85,52.5
Feb 23-26,Winter Cup,AA,13.65,13.9,12.55,12.4,52.5
