Date,Competition,,VT,UB,BB,FX,AA
Jul 14-17,Pan American Championships,TF,0,14.467,0,0,0
Jul 14-17,Pan American Championships,AA,0,14.133,0,0,0
Jul 4-5,U.S. Pan Ams Trials,EF,0,14.633,11.833,0,0
Jul 4-5,U.S. Pan Ams Trials,AA,13.3,13.9,11.85,12.35,51.4
Apr 9-10,City of Jesolo Trophy,EF,0,14.45,0,0,0
Apr 9-10,City of Jesolo Trophy,AA,13.067,14.033,12.133,12.3,51.533
Mar 31-Apr 3,March National Team Camp,AA,13.4,14.25,11.95,12.35,51.95
Feb 24-27,Winter Cup,AA,13.65,13.1,10.95,12.65,50.35
12-Feb,WOGA Classic,AA,13.6,13.7,11.95,12.5,51.75
