Rank,Athlete,Nation,D,E,ND,Total
1,Daria Spiridonova,Russia,6.7,8.766,,15.466
2,Becky Downie,Great Britain,6.7,8.533,,15.233
3,Sanne Wevers,Netherlands,5.6,8.6,,14.2
4,Ellie Downie,Great Britain,5.9,8.2,,14.1
5,Martina Rizzelli,Italy,6,7.933,,13.933
6,Giulia Steingruber,Switzerland,5.7,8.066,,13.766
7,Maria Kharenkova,Russia,6.1,7.333,,13.433
8,Loan His,France,5.8,5.866,,11.666
