0,1,2,3,4,5,6
Rank,Athlete,Team,D,E,ND,Total
1,Caden Clinton,Region 3,4.7,8.550,,13.588 (+0.338)
2,Zach Green,Region 1,4.5,8.150,,12.754 (+0.104)
3,Gage Kile,Region 4,4.5,8.050,,12.654 (+0.104)
4,Maxwell Odden,Region 1,4.4,7.900,,12.300
5,Solen Chiodi,Region 4,4.6,7.200,,12.017 (+0.217)
6,Dylan Shepard,Region 8,3.7,8.050,,11.750
7,Nathan Roman,Region 1,4.6,6.250,,11.067 (+0.217)
