0,1,2,3,4,5,6
Rank,Athlete,Team,D,E,ND,Total
1,Garrett Schooley,Region 8,5.6,8.550,,15.066 (+0.916)
2,Chase Mondi,Region 3,5.2,9.000,,14.705 (+0.505)
3,Gage Kile,Region 4,5.2,8.900,,14.605 (+0.505)
4,Carson Eshleman,Region 5,5.2,8.850,,14.555 (+0.505)
5,Toma Murakawa,Region 1,5.2,8.150,,13.855 (+0.505)
6,Dylan Shepard,Region 8,4.8,8.800,,13.700 (+0.100)
7,Tyler Flores,Region 1,4.8,8.650,-0.1,13.450 (+0.100)
8,Jake Islam,Region 6,5.2,7.250,-0.1,12.855 (+0.505)
