0,1,2,3,4,5,6
Rank,Athlete,Team,D,E,ND,Total
1,Kai Uemura,Region 5,4.8,7.850,,13.940 (+1.290)
2,Caden Clinton,Region 3,4.4,8.500,,13.511 (+0.611)
3,Gavin Zborowski,Region 9,4.4,8.350,,13.361 (+0.611)
4,Hasan Aydogdu,Region 7,4.3,8.400,,13.169 (+0.469)
,Maxwell Odden,Region 1,4.3,8.400,,13.169 (+0.469)
,Colin Flores,Region 1,4.3,8.400,,13.169 (+0.469)
7,Zach Green,Region 1,4.2,6.850,,11.388 (+0.338)
