0,1,2,3,4,5,6,7,8
Rank,Athlete,Club,D,E,ND,Total,Average,Final
1,Kameron Nelson,Ohio State,5.6,8.600,-0.1,14.302 (+0.202),14.326 (+0.101),28.852 (+0.202)
1,Kameron Nelson,Ohio State,5.2,9.150,,14.350,14.326 (+0.101),28.852 (+0.202)
1,Kameron Nelson,Ohio State,5.6,8.900,,14.702 (+0.202),14.526 (+0.101),28.852 (+0.202)
1,Kameron Nelson,Ohio State,5.2,9.150,,14.350,14.526 (+0.101),28.852 (+0.202)
