Date,Competition,,VT,UB,BB,FX,AA
Nov 15-18,U.S. Junior Pan Am Games Trials,EF,0,0,13.6,13,0
Nov 15-18,U.S. Junior Pan Am Games Trials,AA,14.15,11.7,13.65,11.9,51.4
Jun 3-6,U.S. Championships,AA,14.3,12.15,13.55,13.1,53.1
Jun 3-6,U.S. Championships,QF,14.35,10.6,13.25,13.1,51.3
May 21-22,U.S. Classic,AA,14.1,11.35,12.6,13.25,51.3
Feb 26-28,Winter Cup,AA,13.55,10.95,13.8,12.85,51.15
Feb 11-14,Brestyan’s National Qualifier,AA,13.2,11.45,13.2,12.9,50.75
Jan 21-24,Biles National Qualifier,AA,12.8,11.1,11.75,12.75,48.4
