Rank,Athlete,Nation,D,E,ND,Total
1,Epke Zonderland,Netherlands,6.8,8.3,,15.1
2,Kohei Uchimura,Japan,6.4,8.4,,14.8
3,Samuel Mikulak,United States,6.1,8.433,,14.533
4,Tin Srbic,Croatia,6.4,8.1,,14.5
5,Tang Chia-Hung,Chinese Taipei,6.1,8.166,,14.266
6,Deng Shudi,China,6.4,7.666,,14.066
7,Xiao Ruoteng,China,6.1,7.8,,13.9
8,Artur Dalaloyan,Russia,5.2,7.466,,12.666
