Rank,Athlete,Nation,D,E,ND,Total
1,Eleftherios Petrounias,Greece,6.3,9.066,,15.366
2,Arthur Zanetti,Brazil,6.2,8.9,,15.1
3,Marco Lodadio,Italy,6.3,8.6,,14.9
4,Artur Tovmasyan,Armenia,6.1,8.666,,14.766
5,Nikita Nagornyy,Russia,6,8.733,,14.733
6,Vahagn Davtyan,Armenia,6.1,8.633,,14.733
7,Nikita Simonov,Azerbaijan,6,8.266,,14.266
8,Igor Radivilov,Ukraine,6.3,7.833,,14.133
