Date,Competition,,VT,UB,BB,FX,AA
Nov 25-Dec 5,Junior Pan American Games,EF,13.950*,0,0,0,0
Nov 25-Dec 5,Junior Pan American Games,AA,14.4,10,12.15,13,49.55
Nov 15-18,U.S. Junior Pan Am Games Trials,EF,0,0,14.05,13.3,0
Nov 15-18,U.S. Junior Pan Am Games Trials,AA,14.3,11.25,13.8,11.9,51.25
May 21-22,U.S. Classic,AA,13.85,10.85,13.4,12.05,50.15
May 21-22,American Classic,AA,13.95,10.95,12.25,13.15,50.3
Feb 26-28,Winter Cup,AA,13.65,10.65,12.45,13.05,49.8
