Date,Competition,,VT,UB,BB,FX,AA
Aug 24-27,U.S. Championships,AA,14.2,11.55,13.85,13.15,52.75
Aug 24-27,U.S. Championships,QF,14.1,12.8,13.3,12.95,53.15
Aug 4-6,U.S. Classic,AA,14.15,11.55,13.5,12.9,52.1
Jul 9-12,July National Team Camp,AA,14,12.45,13.6,13.2,53.25
May 26-28,Pan American Championships,TF,14.233,0,13.967,13.7,0
May 26-28,Pan American Championships,AA,13.933,12.633,13.737,13.567,53.9
30-Apr,Pan American Trials,AA,14.25,12.9,13.45,13.1,53.7
Feb 23-26,Winter Cup,AA,0,12.9,12.6,0,0
