Rank,Athlete,Nation,D,E,ND,Total
1,Andreea Munteanu,Romania,6.1,8.3,,14.4
2,Kim Janas,Germany,5.8,8.075,,13.875
3,Ana Perez,Spain,5.4,7.825,,13.225
4,Katarzyna Jurkowska-Kowalska,Poland,5.6,7.625,-0.1,13.125
5,Tzuf Feldon,Israel,5.3,7.6,,12.9
6,Caterina Barloggio,Switzerland,5,7.425,,12.425
6,Filipa Martins,Portugal,5.4,7.025,,12.425
8,Ayelen Tarabini,Argentina,5.4,6.8,,12.2
