Rank,Athlete,Nation,D,E,ND,Total
1,Aly Raisman,United States,6.2,8.9,,15.1
2,Brenna Dowell,United States,5.9,8.925,,14.825
3,Shallon Olsen,Canada,6.1,8.3,,14.4
4,Nagi Kajita,Japan,5.7,8.25,,13.95
5,Georgia-Rose Brown,Australia,5.3,8.525,,13.825
6,Megan Roberts,Canada,5.6,8.15,,13.75
7,Emily Little,Australia,5.1,8.1,,13.2
8,Courtney McGregor,New Zealand,5.3,7.825,-0.1,13.025
