Rank,Athlete,Nation,D,E,ND,Total
1,Marios Georgiou,Cyprus,5.9,8.566,,14.466
2,Arthur Mariano,Brazil,6.4,8,,14.4
3,Milad Karimi,Kazakhstan,6.4,7.966,,14.366
4,Ahmet Önder,Turkey,5.7,8.466,,14.166
5,Francisco Barretto,Brazil,6.2,7.9,,14.1
6,Joel Plata,Spain,6,7.5,,13.5
7,Nicolau Mir,Spain,5.4,7.733,,13.133
8,Omar Mohamed,Egypt,4.7,7.5,,12.2
