Rank,Athlete,Nation,D,E,ND,Total
1,Eleftherios Petrounias,Greece,6.3,9.2,,15.5
2,Arthur Zanetti,Brazil,6.2,8.733,,14.933
3,Mahdi Ahmad Kohani,Iran,6.2,8.6,,14.8
4,Ibrahim Colak,Turkey,6.2,8.566,,14.766
5,Caio Souza,Brazil,6,8.566,,14.566
6,Igor Radivilov,Ukraine,6,8.533,,14.533
7,Ali Zahran,Egypt,6.2,9.133,,14.333
8,Ahmet Önder,Turkey,6,8.2,,14.2
