Rank,Athlete,Nation,D,E,ND,Total
1,Saeedreza Keikha,Iran,6.5,8.7,,15.2
2,Nariman Kurbanov,Kazakhstan,6.2,8.833,,15.033
3,Kameyama Kohei,Japan,6.8,7.8,,14.6
4,Ahmad Abu Al Soud,Jordan,6.1,8.4,,14.5
5,Milad Karimi,Kazkhstan,5.8,7.933,,13.733
6,Marios Georgiou,Cyprus,6.5,7,,13.5
7,Ferhat Arican,Turkey,6.1,7,,13.1
8,Matvei Petrov,Albania,4.9,5.033,,9.933
