Rank,Athlete,Nation,D,E,ND,Total
1,Ferhat Arican,Turkey,7,8.2,,15.2
2,Ahmet Önder,Turkey,6.5,8.266,,14.766
3,Petro Pakhniuk,Ukraine,6.6,8.133,,14.733
4,Nestor Abad,Spain,5.8,8.8,,14.6
5,Milad Karimi,Kazakhstan,6,8.5,,14.5
6,Caio Souza,Brazil,6.1,8.366,,14.466
7,Nicolau Mir,Spain,5.5,8.633,,14.133
8,Francisco Barretto,Brazil,6,7.966,,13.966
9,Marios Georgiou,Cyprus,5.6,7.633,,13.233
10,Omar Mohamed,Egypt,5.6,7.6,,13.2
11,Yevgen Yudenkov,Ukraine,5.9,6.908,,12.808
