Rank,FX,PH,SR,VT,PB,HB,AA,year,Nation,Name,round_final,round_qual
,0.0,15.033,0.0,0.0,0.0,0.0,15.033,2022,,276,False,True
,0.0,0.0,0.0,14.9,0.0,0.0,14.9,2022,,37,False,True
,0.0,14.7,0.0,0.0,0.0,0.0,14.7,2022,,146,False,True
,0.0,0.0,14.566,0.0,0.0,0.0,14.566,2022,,391,False,True
,0.0,0.0,14.466,0.0,0.0,0.0,14.466,2022,,36,False,True
,0.0,14.4,0.0,0.0,0.0,0.0,14.4,2022,,123,False,True
,0.0,14.366,0.0,0.0,0.0,0.0,14.366,2022,,10,False,True
,14.266,0.0,0.0,0.0,0.0,0.0,14.266,2022,,45,False,True
,0.0,0.0,14.133,0.0,0.0,0.0,14.133,2022,,355,False,True
,0.0,0.0,0.0,14.0,0.0,0.0,14.0,2022,,351,False,True
,0.0,0.0,0.0,13.966,0.0,0.0,13.966,2022,,114,False,True
,0.0,0.0,13.966,0.0,0.0,0.0,13.966,2022,,291,False,True
,0.0,0.0,13.8,0.0,0.0,0.0,13.8,2022,,23,False,True
,0.0,0.0,0.0,0.0,13.566,0.0,13.566,2022,,358,False,True
,13.533,0.0,0.0,0.0,0.0,0.0,13.533,2022,,292,False,True
,0.0,0.0,0.0,0.0,0.0,13.2,13.2,2022,,378,False,True
,0.0,0.0,13.033,0.0,0.0,0.0,13.033,2022,,219,False,True
,0.0,0.0,0.0,12.933,0.0,0.0,12.933,2022,,385,False,True
,12.9,0.0,0.0,0.0,0.0,0.0,12.9,2022,,102,False,True
,0.0,0.0,0.0,0.0,12.5,0.0,12.5,2022,,164,False,True
,0.0,0.0,0.0,12.3,0.0,0.0,12.3,2022,,16,False,True
,0.0,0.0,12.066,0.0,0.0,0.0,12.066,2022,,357,False,True
,12.0,0.0,0.0,0.0,0.0,0.0,12.0,2022,,293,False,True
1.0,14.666,14.333,13.866,14.9,15.0,14.433,87.198,2022,,147,True,False
2.0,14.033,14.233,14.1,14.9,15.066,14.433,86.765,2022,,421,True,False
3.0,14.266,13.766,13.833,15.0,14.766,13.6,85.231,2022,,371,True,False
4.0,14.133,13.766,13.666,14.5,14.366,14.5,84.931,2022,,60,True,False
5.0,14.433,13.333,13.0,14.8,14.166,13.133,82.865,2022,,176,True,False
6.0,14.266,13.7,13.833,14.166,14.9,11.5,82.365,2022,,41,True,False
7.0,14.0,13.933,12.666,14.3,14.6,12.866,82.365,2022,,166,True,False
8.0,15.166,11.9,13.8,14.166,15.166,11.9,82.098,2022,,67,True,False
9.0,14.133,13.033,13.366,14.0,13.366,14.066,81.964,2022,,369,True,False
10.0,13.766,12.766,13.7,12.7,14.566,14.133,81.631,2022,,61,True,False
11.0,13.666,13.2,12.9,13.766,15.166,12.9,81.598,2022,,241,True,False
12.0,14.0,12.733,13.8,14.233,13.733,13.0,81.499,2022,,68,True,False
13.0,12.966,12.833,13.1,14.233,14.333,12.866,80.331,2022,,235,True,False
14.0,13.7,12.6,13.066,13.7,14.066,12.833,79.965,2022,,222,True,False
15.0,12.833,12.7,12.866,13.2,14.433,13.8,79.832,2022,,221,True,False
16.0,13.8,11.266,13.233,13.733,14.2,13.433,79.665,2022,,280,True,False
17.0,12.766,13.433,12.9,14.266,12.433,13.866,79.664,2022,,92,True,False
18.0,14.333,11.533,13.233,14.7,12.766,13.033,79.598,2022,,192,True,False
19.0,12.766,12.7,12.766,14.466,13.3,12.933,78.931,2022,,354,True,False
20.0,13.333,10.566,12.8,14.133,14.066,13.366,78.264,2022,,240,True,False
21.0,13.566,13.666,13.166,13.866,13.066,9.9,77.23,2022,,415,True,False
22.0,13.866,13.166,13.6,12.833,11.533,12.1,77.098,2022,,190,True,False
23.0,13.1,10.166,13.133,14.5,13.4,12.6,76.899,2022,,132,True,False
24.0,13.166,10.4,11.566,14.4,12.366,13.5,75.398,2022,,201,True,False
1.0,14.25,14.35,13.6,14.45,13.9,13.4,83.95,2022,,397,True,False
2.0,13.55,15.342,12.55,15.244,13.75,13.1,83.536,2022,,213,True,False
3.0,14.029,12.949,14.566,16.68,14.355,10.45,83.029,2022,,39,True,False
4.0,13.4,13.789,14.116,13.4,15.543,11.4,81.648,2022,,413,True,False
5.0,12.45,12.75,13.25,14.897,15.055,13.1,81.502,2022,,77,True,False
6.0,13.2,13.6,12.95,14.594,14.15,12.7,81.194,2022,,372,True,False
7.0,13.65,13.5,13.75,13.55,13.3,13.3,81.05,2022,,157,True,False
8.0,12.7,13.6,13.6,14.747,14.1,12.3,81.047,2022,,329,True,False
9.0,13.45,11.7,13.3,14.847,13.7,13.15,80.147,2022,,76,True,False
10.0,12.6,13.6,12.95,14.0,13.4,13.15,79.7,2022,,419,True,False
11.0,13.2,11.8,13.2,14.4,13.75,12.95,79.3,2022,,130,True,False
12.0,13.45,11.85,11.9,14.1,14.05,13.45,78.8,2022,,322,True,False
13.0,13.15,13.2,13.5,13.45,12.1,13.25,78.65,2022,,156,True,False
14.0,11.2,12.7,13.5,13.35,14.1,13.65,78.5,2022,,264,True,False
15.0,13.15,12.7,12.15,14.25,12.85,12.95,78.05,2022,,169,True,False
16.0,12.15,12.95,13.05,13.45,13.2,13.15,77.95,2022,,287,True,False
17.0,13.35,11.35,13.2,14.1,13.25,12.55,77.8,2022,,112,True,False
18.0,12.4,13.35,12.9,13.15,13.15,12.4,77.35,2022,,266,True,False
19.0,12.55,12.05,12.65,13.9,13.05,12.85,77.05,2022,,186,True,False
20.0,13.25,11.2,12.8,13.95,12.05,13.35,76.6,2022,,174,True,False
21.0,13.4,12.55,12.85,13.7,11.7,12.05,76.25,2022,,253,True,False
22.0,12.2,13.05,12.1,13.5,13.2,12.15,76.2,2022,,298,True,False
23.0,12.55,13.0,12.4,14.0,10.6,13.25,75.8,2022,,379,True,False
24.0,12.85,12.9,13.05,12.2,13.15,11.65,75.8,2022,,134,True,False
25.0,12.6,12.85,12.2,13.25,11.85,12.8,75.55,2022,,179,True,False
26.0,12.6,11.35,11.85,14.15,12.4,12.6,74.95,2022,,225,True,False
27.0,12.7,11.5,13.05,14.0,12.65,10.1,74.0,2022,,263,True,False
28.0,11.85,12.25,11.95,13.9,12.4,11.65,74.0,2022,,127,True,False
29.0,10.15,12.1,13.5,14.2,11.05,12.95,73.95,2022,,255,True,False
30.0,11.75,12.893,11.45,13.6,11.95,11.4,73.043,2022,,161,True,False
31.0,12.2,9.6,12.25,14.6,12.75,11.25,72.65,2022,,208,True,False
32.0,12.05,9.5,12.5,13.25,13.1,11.85,72.25,2022,,75,True,False
33.0,11.5,10.0,12.8,13.2,11.75,12.75,72.0,2022,,113,True,False
34.0,11.75,11.75,12.05,12.9,11.5,12.0,71.95,2022,,62,True,False
35.0,12.95,12.15,0.0,14.25,12.7,11.65,63.7,2022,,333,True,False
36.0,0.0,0.0,0.0,14.7,16.343,13.757,63.7,2022,,81,True,False
37.0,13.55,0.0,14.445,13.0,0.0,0.0,40.995,2022,,19,True,False
38.0,0.0,13.1,0.0,0.0,11.4,0.0,24.5,2022,,54,True,False
1.0,13.9,14.7,13.666,14.333,14.7,14.5,85.799,2023,,70,False,True
2.0,14.1,14.066,14.2,14.266,14.8,14.166,85.598,2023,,207,False,True
3.0,14.5,13.266,13.7,14.366,14.6,15.0,85.432,2023,,147,False,True
4.0,14.366,13.9,13.233,14.0,14.566,13.966,84.031,2023,,176,False,True
5.0,13.966,14.033,13.833,13.5,14.466,13.833,83.631,2023,,180,False,True
6.0,14.6,14.2,13.4,14.533,14.6,12.233,83.566,2023,,129,False,True
7.0,14.5,12.2,13.166,14.566,14.2,14.6,83.232,2023,,268,False,True
8.0,14.3,13.1,13.966,14.766,14.833,12.2,83.165,2023,,41,False,True
9.0,15.1,13.5,12.833,14.4,13.866,13.3,82.999,2023,,34,False,True
10.0,13.8,12.866,14.166,14.566,13.866,13.366,82.63,2023,,8,False,True
11.0,13.533,13.5,13.5,13.966,14.0,14.033,82.532,2023,,415,False,True
12.0,14.2,12.766,13.366,14.066,14.333,13.733,82.464,2023,,299,False,True
13.0,13.433,13.233,12.966,13.866,15.3,13.566,82.364,2023,,241,False,True
14.0,13.6,12.966,13.633,14.2,14.233,13.466,82.098,2023,,363,False,True
15.0,13.6,13.2,13.566,14.566,14.0,13.133,82.065,2023,,235,False,True
16.0,13.233,13.833,13.833,15.033,13.2,12.9,82.032,2023,,37,False,True
17.0,13.5,12.933,13.666,14.233,13.8,13.866,81.998,2023,,325,False,True
18.0,14.2,13.5,13.7,14.133,14.2,12.2,81.933,2023,,222,False,True
19.0,13.133,14.366,13.133,14.266,15.233,11.8,81.931,2023,,166,False,True
20.0,14.2,13.366,12.933,14.266,13.866,13.233,81.864,2023,,124,False,True
21.0,13.533,13.133,13.933,14.366,13.6,13.266,81.831,2023,,68,False,True
22.0,13.633,13.2,13.1,14.5,14.166,13.2,81.799,2023,,247,False,True
23.0,13.633,12.666,13.566,14.3,14.0,13.5,81.665,2023,,230,False,True
24.0,13.633,13.9,12.466,14.033,13.933,13.433,81.398,2023,,164,False,True
25.0,14.266,12.966,13.4,14.166,12.766,13.6,81.164,2023,,15,False,True
26.0,12.866,13.766,13.0,14.033,14.233,13.166,81.064,2023,,92,False,True
27.0,14.166,13.1,13.6,13.2,13.8,13.033,80.899,2023,,280,False,True
28.0,13.633,13.6,13.3,14.0,14.366,11.9,80.799,2023,,375,False,True
29.0,13.933,12.066,12.8,14.4,14.366,13.233,80.798,2023,,240,False,True
30.0,13.633,11.666,13.5,14.5,14.4,12.966,80.665,2023,,26,False,True
31.0,13.233,13.966,13.1,14.0,13.133,13.233,80.665,2023,,212,False,True
32.0,13.733,13.466,13.533,13.966,13.266,12.666,80.63,2023,,173,False,True
33.0,13.2,12.8,13.066,14.3,13.933,13.2,80.499,2023,,354,False,True
34.0,14.0,13.3,13.2,12.833,12.8,13.933,80.066,2023,,307,False,True
35.0,13.6,11.966,13.366,13.866,13.533,13.6,79.931,2023,,309,False,True
36.0,13.7,14.333,12.366,13.833,12.533,13.1,79.865,2023,,3,False,True
37.0,13.566,12.333,12.9,14.0,13.666,13.2,79.665,2023,,301,False,True
38.0,13.833,12.133,12.566,14.2,13.666,13.266,79.664,2023,,74,False,True
39.0,13.233,12.4,13.266,13.933,13.766,13.033,79.631,2023,,304,False,True
40.0,12.433,12.066,13.4,14.366,14.133,13.066,79.464,2023,,165,False,True
41.0,13.533,12.0,12.866,13.366,14.8,12.6,79.165,2023,,300,False,True
42.0,13.733,10.5,12.933,13.7,14.5,13.666,79.032,2023,,187,False,True
43.0,12.2,13.6,11.8,14.4,13.7,13.233,78.933,2023,,390,False,True
44.0,13.3,12.0,13.3,14.366,13.0,12.9,78.866,2023,,242,False,True
45.0,13.5,14.8,12.066,13.5,13.366,11.633,78.865,2023,,228,False,True
46.0,13.266,12.1,12.866,14.2,13.066,13.1,78.598,2023,,144,False,True
47.0,13.333,13.366,13.0,12.966,12.7,13.233,78.598,2023,,388,False,True
48.0,13.9,12.366,12.733,13.766,12.933,12.866,78.564,2023,,197,False,True
49.0,13.1,13.666,13.033,13.466,12.166,13.066,78.497,2023,,418,False,True
50.0,13.233,11.866,12.7,13.766,13.933,12.5,77.998,2023,,271,False,True
51.0,12.866,12.533,13.033,13.866,13.9,11.633,77.831,2023,,267,False,True
52.0,12.666,14.6,12.266,13.333,12.733,12.133,77.731,2023,,133,False,True
53.0,13.5,13.1,13.233,13.966,12.7,11.166,77.665,2023,,50,False,True
54.0,14.033,12.666,14.133,9.5,13.766,13.333,77.431,2023,,401,False,True
55.0,13.3,11.666,12.8,13.833,12.866,12.966,77.431,2023,,43,False,True
56.0,13.366,11.966,12.166,13.966,13.7,12.066,77.23,2023,,168,False,True
57.0,12.266,12.633,12.966,14.966,11.6,12.7,77.131,2023,,278,False,True
58.0,13.366,12.066,12.566,13.8,12.966,12.366,77.13,2023,,27,False,True
59.0,12.966,12.233,11.9,13.566,13.833,12.533,77.031,2023,,221,False,True
60.0,13.833,9.166,13.333,14.133,13.533,12.866,76.864,2023,,188,False,True
61.0,12.466,11.966,11.966,13.533,13.933,12.966,76.83,2023,,294,False,True
62.0,13.366,12.0,12.766,13.933,13.3,11.3,76.665,2023,,181,False,True
63.0,13.9,11.7,12.5,13.8,13.133,11.6,76.633,2023,,343,False,True
64.0,12.666,12.7,12.133,13.5,13.366,12.233,76.598,2023,,340,False,True
65.0,11.9,13.6,13.5,13.966,10.6,12.9,76.466,2023,,105,False,True
66.0,13.633,12.766,12.466,14.333,12.266,10.933,76.397,2023,,211,False,True
67.0,13.166,12.866,11.866,13.866,12.733,11.6,76.097,2023,,334,False,True
68.0,12.933,11.566,11.633,14.033,12.1,13.8,76.065,2023,,93,False,True
69.0,13.3,12.266,11.3,14.066,12.666,12.466,76.064,2023,,331,False,True
70.0,12.766,11.7,12.833,14.033,13.333,11.1,75.765,2023,,393,False,True
71.0,12.033,12.633,12.633,13.366,13.366,11.633,75.664,2023,,313,False,True
72.0,13.366,10.766,12.633,13.3,12.366,13.0,75.431,2023,,28,False,True
73.0,13.533,12.8,11.333,13.133,12.066,12.533,75.398,2023,,408,False,True
74.0,12.1,11.5,12.4,14.1,12.866,12.3,75.266,2023,,394,False,True
75.0,12.933,11.4,12.233,13.833,11.9,12.833,75.132,2023,,111,False,True
76.0,12.566,13.833,12.166,13.166,13.366,9.9,74.997,2023,,94,False,True
77.0,10.833,12.633,12.566,13.7,13.066,12.066,74.864,2023,,151,False,True
78.0,12.666,10.2,13.2,13.5,12.566,12.6,74.732,2023,,245,False,True
79.0,10.766,12.1,12.366,14.366,12.166,12.733,74.497,2023,,6,False,True
80.0,11.433,11.766,12.166,14.1,11.866,12.833,74.164,2023,,204,False,True
81.0,12.733,11.566,12.5,13.4,11.4,12.5,74.099,2023,,142,False,True
82.0,12.033,12.2,12.533,13.633,11.766,11.933,74.098,2023,,327,False,True
83.0,11.833,12.433,12.0,13.4,11.5,12.9,74.066,2023,,167,False,True
84.0,13.7,10.8,12.233,14.0,11.833,11.4,73.966,2023,,389,False,True
85.0,12.366,10.566,11.866,13.633,13.033,12.333,73.797,2023,,243,False,True
86.0,12.666,9.666,13.033,13.566,12.933,11.633,73.497,2023,,265,False,True
87.0,11.866,11.166,11.6,13.633,12.733,12.166,73.164,2023,,191,False,True
88.0,9.766,12.233,12.133,13.9,13.333,10.966,72.331,2023,,409,False,True
89.0,12.666,11.333,12.8,11.733,11.2,12.466,72.198,2023,,411,False,True
90.0,14.0,10.066,12.433,12.966,10.3,12.366,72.131,2023,,335,False,True
,14.5,0.0,13.9,14.466,14.233,14.133,71.232,2023,,131,False,True
,14.333,12.766,0.0,13.1,14.433,13.633,68.265,2023,,288,False,True
,14.166,0.0,12.666,14.0,13.833,13.533,68.198,2023,,109,False,True
,13.666,12.533,0.0,14.4,14.333,13.033,67.965,2023,,296,False,True
,13.966,11.8,0.0,14.7,13.3,14.133,67.899,2023,,35,False,True
91.0,14.6,13.233,11.566,0.0,14.666,13.7,67.765,2023,,67,False,True
,12.9,13.1,0.0,14.066,14.233,13.4,67.699,2023,,239,False,True
,13.9,0.0,13.366,14.4,13.166,12.4,67.232,2023,,96,False,True
,13.633,13.433,0.0,14.7,12.0,13.4,67.199,2023,,216,False,True
,13.3,13.1,0.0,14.166,12.333,13.366,66.265,2023,,195,False,True
,13.233,12.7,13.266,0.0,14.066,12.033,65.298,2023,,260,False,True
,14.2,11.066,0.0,13.3,13.133,13.266,64.965,2023,,337,False,True
,0.0,12.366,12.766,14.1,14.0,11.3,64.532,2023,,210,False,True
,12.8,13.066,0.0,12.866,13.2,11.9,63.832,2023,,283,False,True
,12.7,0.0,12.1,14.266,13.966,10.666,63.698,2023,,90,False,True
,12.566,12.266,0.0,14.133,11.766,12.8,63.531,2023,,11,False,True
,11.533,11.1,12.733,12.966,13.833,0.0,62.165,2023,,420,False,True
,12.966,11.0,0.0,14.333,12.233,7.766,58.298,2023,,143,False,True
,13.933,0.0,13.733,14.866,0.0,14.166,56.698,2023,,311,False,True
,0.0,15.066,0.0,14.8,14.533,11.933,56.332,2023,,214,False,True
,0.0,13.333,13.766,0.0,15.166,13.866,56.131,2023,,362,False,True
,14.233,12.666,14.0,0.0,14.966,0.0,55.865,2023,,414,False,True
,14.0,0.0,0.0,13.8,14.033,13.5,55.333,2023,,238,False,True
,0.0,13.6,0.0,13.5,14.9,13.133,55.133,2023,,352,False,True
,0.0,14.6,13.533,0.0,14.133,12.5,54.766,2023,,295,False,True
,0.0,13.5,13.666,0.0,14.066,13.233,54.465,2023,,72,False,True
,13.566,0.0,13.566,14.1,13.2,0.0,54.432,2023,,345,False,True
,0.0,13.366,13.833,13.0,14.166,0.0,54.365,2023,,286,False,True
,11.7,0.0,0.0,14.366,14.3,13.666,54.032,2023,,367,False,True
,0.0,13.5,13.033,0.0,14.433,13.066,54.032,2023,,192,False,True
,0.0,13.6,0.0,13.866,13.766,12.733,53.965,2023,,121,False,True
,13.733,0.0,14.133,13.5,0.0,12.5,53.866,2023,,138,False,True
,14.2,10.9,0.0,14.266,0.0,14.3,53.666,2023,,361,False,True
,11.266,0.0,13.3,14.1,0.0,14.1,52.766,2023,,49,False,True
,13.4,0.0,11.966,14.2,12.966,0.0,52.532,2023,,312,False,True
,12.133,0.0,14.3,13.233,12.2,0.0,51.866,2023,,80,False,True
,13.233,13.8,0.0,0.0,13.5,10.933,51.466,2023,,319,False,True
,0.0,12.6,11.5,0.0,13.1,13.866,51.066,2023,,53,False,True
,0.0,11.8,13.033,0.0,12.5,12.766,50.099,2023,,380,False,True
,14.5,0.0,14.366,14.466,0.0,0.0,43.332,2023,,145,False,True
,0.0,15.266,0.0,0.0,14.133,12.733,42.132,2023,,258,False,True
,14.466,0.0,13.166,14.4,0.0,0.0,42.032,2023,,323,False,True
,14.4,12.933,0.0,14.666,0.0,0.0,41.999,2023,,285,False,True
,13.9,0.0,13.533,14.533,0.0,0.0,41.966,2023,,2,False,True
,14.1,0.0,13.133,14.4,0.0,0.0,41.633,2023,,417,False,True
,13.033,0.0,15.2,13.133,0.0,0.0,41.366,2023,,233,False,True
,13.4,0.0,0.0,14.3,0.0,13.3,41.0,2023,,279,False,True
,12.233,0.0,13.733,14.433,0.0,0.0,40.399,2023,,284,False,True
,0.0,13.3,13.533,0.0,0.0,13.366,40.199,2023,,229,False,True
,12.9,0.0,0.0,13.733,13.566,0.0,40.199,2023,,57,False,True
,0.0,14.466,13.0,0.0,12.666,0.0,40.132,2023,,234,False,True
,14.166,13.033,12.9,0.0,0.0,0.0,40.099,2023,,51,False,True
,0.0,0.0,12.333,0.0,14.833,12.5,39.666,2023,,256,False,True
,13.866,11.433,0.0,14.366,0.0,0.0,39.665,2023,,236,False,True
,0.0,0.0,14.8,0.0,14.233,10.6,39.633,2023,,412,False,True
,13.766,11.3,13.766,0.0,0.0,0.0,38.832,2023,,262,False,True
,13.2,0.0,11.233,14.2,0.0,0.0,38.633,2023,,203,False,True
,0.0,13.566,13.1,0.0,0.0,11.933,38.599,2023,,48,False,True
,13.0,0.0,11.4,13.233,0.0,0.0,37.633,2023,,108,False,True
,0.0,10.1,0.0,0.0,13.0,13.266,36.366,2023,,321,False,True
,0.0,0.0,12.666,13.733,9.966,0.0,36.365,2023,,116,False,True
,0.0,11.533,0.0,0.0,13.5,10.666,35.699,2023,,348,False,True
,0.0,0.0,13.966,14.833,0.0,0.0,28.799,2023,,162,False,True
,14.566,0.0,0.0,14.033,0.0,0.0,28.599,2023,,269,False,True
,0.0,0.0,0.0,14.6,13.933,0.0,28.533,2023,,44,False,True
,0.0,0.0,0.0,14.466,13.3,0.0,27.766,2023,,344,False,True
,0.0,0.0,0.0,0.0,13.9,13.8,27.7,2023,,270,False,True
,0.0,13.2,0.0,0.0,0.0,13.7,26.9,2023,,22,False,True
,13.7,0.0,0.0,13.066,0.0,0.0,26.766,2023,,99,False,True
,0.0,0.0,12.966,0.0,0.0,12.9,25.866,2023,,12,False,True
,13.533,0.0,0.0,0.0,0.0,12.133,25.666,2023,,110,False,True
,0.0,0.0,0.0,0.0,12.7,12.7,25.4,2023,,328,False,True
,0.0,0.0,0.0,0.0,12.9,12.3,25.2,2023,,13,False,True
,0.0,14.933,0.0,0.0,0.0,0.0,14.933,2023,,326,False,True
,0.0,14.9,0.0,0.0,0.0,0.0,14.9,2023,,10,False,True
,0.0,0.0,14.9,0.0,0.0,0.0,14.9,2023,,104,False,True
,0.0,0.0,14.666,0.0,0.0,0.0,14.666,2023,,291,False,True
,0.0,0.0,0.0,14.633,0.0,0.0,14.633,2023,,351,False,True
,0.0,14.6,0.0,0.0,0.0,0.0,14.6,2023,,146,False,True
,0.0,0.0,14.6,0.0,0.0,0.0,14.6,2023,,396,False,True
,0.0,0.0,14.433,0.0,0.0,0.0,14.433,2023,,36,False,True
,0.0,0.0,14.433,0.0,0.0,0.0,14.433,2023,,391,False,True
,0.0,0.0,0.0,0.0,0.0,14.433,14.433,2023,,378,False,True
,0.0,14.4,0.0,0.0,0.0,0.0,14.4,2023,,395,False,True
,0.0,14.4,0.0,0.0,0.0,0.0,14.4,2023,,257,False,True
,0.0,0.0,0.0,14.233,0.0,0.0,14.233,2023,,385,False,True
,0.0,0.0,14.166,0.0,0.0,0.0,14.166,2023,,232,False,True
,0.0,14.133,0.0,0.0,0.0,0.0,14.133,2023,,276,False,True
,14.133,0.0,0.0,0.0,0.0,0.0,14.133,2023,,122,False,True
,0.0,0.0,0.0,0.0,0.0,13.966,13.966,2023,,386,False,True
,0.0,13.8,0.0,0.0,0.0,0.0,13.8,2023,,318,False,True
,0.0,13.7,0.0,0.0,0.0,0.0,13.7,2023,,95,False,True
,0.0,13.633,0.0,0.0,0.0,0.0,13.633,2023,,185,False,True
,0.0,0.0,0.0,0.0,0.0,13.433,13.433,2023,,171,False,True
,13.333,0.0,0.0,0.0,0.0,0.0,13.333,2023,,141,False,True
,0.0,13.3,0.0,0.0,0.0,0.0,13.3,2023,,353,False,True
,0.0,0.0,0.0,0.0,0.0,13.233,13.233,2023,,248,False,True
,0.0,13.133,0.0,0.0,0.0,0.0,13.133,2023,,123,False,True
,0.0,0.0,0.0,0.0,13.066,0.0,13.066,2023,,316,False,True
,0.0,0.0,13.033,0.0,0.0,0.0,13.033,2023,,355,False,True
,0.0,0.0,0.0,0.0,12.933,0.0,12.933,2023,,358,False,True
,0.0,12.533,0.0,0.0,0.0,0.0,12.533,2023,,83,False,True
,12.5,0.0,0.0,0.0,0.0,0.0,12.5,2023,,217,False,True
,12.5,0.0,0.0,0.0,0.0,0.0,12.5,2023,,102,False,True
,0.0,0.0,0.0,11.8,0.0,0.0,11.8,2023,,303,False,True
,9.566,0.0,0.0,0.0,0.0,0.0,9.566,2023,,16,False,True
1.0,13.466,14.366,14.0,15.0,14.8,14.5,86.132,2023,,147,True,False
2.0,14.0,14.3,13.133,14.333,15.166,14.066,84.998,2023,,166,True,False
3.0,14.633,13.733,13.5,14.566,14.6,13.3,84.332,2023,,129,True,False
4.0,13.966,14.8,13.733,13.666,14.666,12.633,83.464,2023,,70,True,False
5.0,14.366,13.0,12.966,14.233,14.1,14.266,82.931,2023,,268,True,False
6.0,13.866,13.8,13.3,13.9,13.933,14.033,82.832,2023,,415,True,False
7.0,13.333,12.3,14.266,14.166,14.4,14.233,82.698,2023,,363,True,False
8.0,13.833,13.566,13.366,14.1,14.766,12.8,82.431,2023,,299,True,False
9.0,13.6,13.3,13.566,13.733,14.666,13.466,82.331,2023,,180,True,False
10.0,13.0,13.6,13.066,14.1,14.266,13.8,81.832,2023,,92,True,False
11.0,14.266,13.5,13.366,14.3,12.533,13.7,81.665,2023,,222,True,False
12.0,13.566,12.6,13.766,13.7,13.933,13.8,81.365,2023,,325,True,False
13.0,14.5,13.433,12.9,15.433,12.766,12.166,81.198,2023,,176,True,False
14.0,13.433,13.466,12.9,14.233,13.866,13.033,80.931,2023,,124,True,False
15.0,13.466,13.433,13.1,14.466,13.2,13.0,80.665,2023,,247,True,False
16.0,11.966,13.033,12.933,13.733,15.4,13.366,80.431,2023,,241,True,False
17.0,14.0,13.266,12.8,14.3,12.933,13.0,80.299,2023,,68,True,False
18.0,13.2,13.7,12.4,13.966,13.533,13.366,80.165,2023,,164,True,False
19.0,13.733,12.333,13.833,13.866,14.466,11.833,80.064,2023,,41,True,False
20.0,13.366,13.3,13.0,14.133,13.833,12.3,79.932,2023,,375,True,False
21.0,13.6,9.666,12.9,14.5,14.2,13.5,78.366,2023,,240,True,False
22.0,13.8,9.933,13.133,14.533,12.866,14.066,78.331,2023,,15,True,False
23.0,13.466,11.933,13.166,14.1,11.733,13.566,77.964,2023,,230,True,False
24.0,12.8,13.5,12.266,13.866,13.166,11.733,77.331,2023,,212,True,False
1.0,14.4,13.957,14.114,14.25,15.121,13.5,85.342,2023,,413,True,False
2.0,14.483,13.357,13.35,14.0,14.45,14.962,84.602,2023,,128,True,False
3.0,12.203,12.507,14.133,14.755,14.7,13.65,81.948,2023,,40,True,False
4.0,13.6,13.4,13.95,13.7,14.5,12.755,81.905,2023,,157,True,False
5.0,13.7,13.25,14.25,13.75,14.05,12.2,81.2,2023,,350,True,False
6.0,12.9,12.3,13.953,14.252,13.35,13.45,80.205,2023,,329,True,False
7.0,13.75,11.3,13.1,13.7,14.4,13.25,79.5,2023,,199,True,False
8.0,12.9,12.902,13.8,13.5,12.45,13.6,79.152,2023,,156,True,False
9.0,12.6,13.05,13.15,14.45,13.55,12.1,78.9,2023,,266,True,False
10.0,13.4,13.05,11.6,13.95,13.3,13.55,78.85,2023,,63,True,False
11.0,13.5,12.8,12.45,12.65,13.8,13.2,78.4,2023,,226,True,False
12.0,12.7,12.9,12.15,13.5,13.4,12.9,77.55,2023,,87,True,False
13.0,12.3,12.65,13.5,13.0,12.75,12.8,77.0,2023,,264,True,False
14.0,13.55,13.4,10.7,14.25,12.95,11.25,76.1,2023,,373,True,False
15.0,12.6,11.15,13.2,14.05,13.65,11.45,76.1,2023,,186,True,False
16.0,14.114,9.8,12.6,14.302,13.25,11.65,75.716,2023,,205,True,False
17.0,11.55,11.3,12.9,13.3,13.35,12.9,75.3,2023,,297,True,False
18.0,12.1,10.95,12.85,13.05,13.1,12.6,74.65,2023,,259,True,False
19.0,11.1,12.4,12.3,13.9,10.95,12.75,73.4,2023,,69,True,False
20.0,12.1,10.2,12.6,11.7,13.75,12.5,72.85,2023,,113,True,False
21.0,11.4,10.15,11.35,13.4,13.0,11.65,70.95,2023,,330,True,False
22.0,11.05,8.95,12.05,12.25,13.45,11.3,69.05,2023,,255,True,False
23.0,11.9,4.65,12.55,13.95,11.75,11.4,66.2,2023,,31,True,False
24.0,0.0,12.15,13.4,14.15,13.55,11.55,64.8,2023,,169,True,False
25.0,12.15,10.3,12.95,0.0,13.55,9.35,58.3,2023,,134,True,False
26.0,0.0,12.15,12.85,0.0,11.4,12.9,49.3,2023,,101,True,False
27.0,0.0,11.0,11.65,0.0,11.3,12.65,46.6,2023,,263,True,False
28.0,12.9,0.0,14.698,13.552,0.0,0.0,41.15,2023,,18,True,False
29.0,13.2,0.0,14.15,0.0,12.6,0.0,39.95,2023,,182,True,False
30.0,0.0,0.0,0.0,0.0,15.997,13.7,29.697,2023,,81,True,False
31.0,0.0,13.5,0.0,0.0,15.044,0.0,28.544,2023,,54,True,False
32.0,13.803,0.0,0.0,14.15,0.0,0.0,27.953,2023,,79,True,False
33.0,13.45,0.0,0.0,0.0,13.75,0.0,27.2,2023,,356,True,False
34.0,0.0,11.2,0.0,14.802,0.0,0.0,26.002,2023,,213,True,False
35.0,13.2,0.0,0.0,0.0,0.0,10.95,24.15,2023,,174,True,False
36.0,0.0,15.092,0.0,0.0,0.0,0.0,15.092,2023,,359,True,False
