Date,Competition,,VT,UB,BB,FX,AA
Jul 23-Aug 8,Olympic Games,EF,0,0,14,0,0
Jul 23-Aug 8,Olympic Games,TF,13.766,0,0,0,0
Jul 23-Aug 8,Olympic Games,QF,14.966,14.566,14.066,14.133,57.731
Jun 24-27,U.S. Olympic Trials,AA,15.4,13.833,13.7,14.6,57.533
Jun 24-27,U.S. Olympic Trials,QF,15.466,14.6,15.133,15.366,60.565
Jun 3-6,U.S. Championships,AA,15.55,14.7,14.9,14.95,60.1
Jun 3-6,U.S. Championships,QF,15.8,14.75,14.35,14.65,59.55
May 21-22,U.S. Classic,AA,16.1,13.2,14.85,14.25,58.4
