0,1,2,3,4,5,6
Rank,Athlete,Nation,D,E,ND,Total
1,Umit Samiloglu,Turkey,6.5,8.500,,15.000
,Pablo Braegger,Switzerland,7.0,8.000,,15.000
3,Nestor Abad,Spain,6.0,8.775,,14.775
4,Epke Zonderland,Netherlands,7.2,7.550,,14.750
5,Kristof Schroe,Belgium,6.5,8.225,,14.725
6,Alexander Shatilov,Israel,6.5,8.025,,14.525
7,Kevin Antoniotti,France,6.3,8.025,,14.325
8,Fabian Leimlehner,Austria,5.2,7.350,,12.550
