0,1,2,3,4,5,6
Rank,Athlete,Nation,D,E,ND,Total
1,Oleg Verniaiev,Ukraine,7.1,9.150,,16.250
2,Jossimar Calvo,Colombia,6.9,8.825,,15.725
3,Epke Zonderland,Netherlands,7.0,8.650,,15.650
4,Anton Fokin,Uzbekistan,6.6,9.000,,15.600
5,Christian Baumann,Switzerland,6.4,8.875,,15.275
6,Kenzo Shirai,Japan,6.3,8.925,,15.225
7,Pablo Braegger,Switzerland,6.3,8.550,,14.850
8,Jorge Giraldo,Colombia,6.4,7.850,,14.250
