0,1,2,3,4,5,6
Rank,Athlete,Nation,D,E,ND,Total
1,Oleg Verniaiev,Ukraine,6.9,8.650,,15.550
2,Donna-Donny Truyens,Belgium,6.6,8.800,,15.400
3,Cyril Tommasone,France,6.6,8.600,,15.200
4,Saso Bertoncelj,Slovenia,6.2,8.925,,15.125
5,Kohei Kameyama,Japan,6.9,8.050,,14.950
6,Tomomasa Hasegawa,Japan,6.7,8.075,,14.775
7,Dmitrijs Trefilovs,Latvia,6.4,8.025,,14.425
8,Matija Baron,Croatia,6.0,7.675,,13.675

