0,1,2,3,4,5,6
Rank,Athlete,Nation,D,E,ND,Total
1,Arthur Zanetti,Brazil,6.8,8.825,,15.625
2,Eleftherios Petrounias,Greece,6.8,8.750,,15.550
3,Ibrahim Colak,Turkey,6.6,8.800,,15.400
4,Oleg Verniaiev,Ukraine,6.6,8.775,,15.375
5,Igor Radvilov,Ukraine,6.8,8.500,,15.300
6,Lambertus Van Gelder,Netherlands,6.5,8.775,,15.275
7,Koji Yamamuro,Japan,6.6,8.575,,15.175
8,Tommy Ramos,Puerto Rico,6.6,7.225,,13.825
