2B,3B,AB,BA,BB,G,H,HBP,HR,OBP,OPS,PA,R,RBI,SF,SLG,SO,TB
12.8,0.8,205.2,0.29769999999999996,29.5,55.5,62.2,7.2,8.6,0.3985,0.8863,246.6,48.9,45.3,2.8,0.48790000000000006,46.1,102.4
