2B,3B,AB,BA,BB,G,H,HBP,HR,OBP,OPS,PA,R,RBI,SF,SLG,SO,TB
0.18598804080240885,0.02173202494130293,3.248134700197375,0.0062261755371319375,0.559490641563059,1.0,1.0666663316891238,0.2041672488535243,0.23236725686596388,0.008529249848235788,0.02024698299286266,4.072369594233816,0.8819569262642764,0.8814722809901478,0.052148432191286065,0.011722098223991948,0.7458568967712732,1.9932201929720303
