BB,BB9,BF,ER,ERA,G,GS,H,H9,HBP,HR,HR9,IP,L,R,SHO,SO,SO/W,SO9,SV,W,WHIP,WP
13.5,2.3833333333333333,204.16666666666666,19.333333333333332,3.31,21.333333333333332,8.5,43.333333333333336,7.55,3.6666666666666665,7.0,1.2666666666666666,48.300000000000004,2.3333333333333335,23.166666666666668,0.0,57.5,4.833333333333333,11.149999999999999,0.0,3.8333333333333335,1.1021666666666665,1.5
