BB,BB9,BF,ER,ERA,G,GS,H,H9,HBP,HR,HR9,IP,L,R,SHO,SO,SO/W,SO9,SV,W,WHIP,WP
0.8470225127087873,0.1309041394335512,13.46733660130719,0.9082189542483662,0.12438191721132898,1.0,0.44130718954248366,2.4690758896151053,0.316622730573711,0.29960058097312997,0.37126361655773416,0.05309150326797385,3.3513384168482205,0.06605846042120551,1.0889015976761076,0.0,4.874676833696442,0.28082209513435,0.6962915758896151,0.12796296296296297,0.34434640522875815,0.04971110748002904,0.16758714596949895
