2B,3B,AB,BA,BB,G,H,HBP,HR,OBP,OPS,PA,R,RBI,SF,SLG,SO,TB
9.8,1.6,161.8,0.29900000000000004,26.1,47.6,49.3,5.4,9.2,0.4069000000000001,0.9540000000000001,196.7,41.9,38.7,2.2,0.5469,41.7,89.9
