BB,BB9,BF,ER,ERA,G,GS,H,H9,HBP,HR,HR9,IP,L,R,SHO,SO,SO/W,SO9,SV,W,WHIP,WP
22.166666666666668,4.8999999999999995,208.66666666666666,28.166666666666668,5.558333333333334,17.333333333333332,7.166666666666667,49.333333333333336,9.4,4.333333333333333,5.666666666666667,1.1166666666666667,44.95000000000001,2.5,32.333333333333336,0.0,50.166666666666664,2.2183333333333333,10.166666666666666,0.5,2.8333333333333335,1.5878333333333334,4.0
