Rank,Athlete,Nation,D,E,ND,Total
1,Carlos Edriel Yulo,Philippines,6.5,8.8,,15.3
2,Artem Dolgopyat,Israel,6.4,8.8,,15.2
3,Xiao Ruoteng,China,6.2,8.733,,14.933
4,Artur Dalaloyan,Russia,6.2,8.6,,14.8
5,Lin Chaopan,China,6.2,8.5,,14.7
6,Nikita Nagornyy,Russia,6.2,8.266,-0.3,14.166
7,Kim Han-sol,South Korea,6.3,7.533,,13.833
8,Dominick Cunningham,Great Britain,6.1,7.566,-0.1,13.566
