Rank,Athlete,Nation,D,E,ND,Total
1,Arthur Mariano,Brazil,6.3,8.6,,14.9
2,Tin Srbic,Croatia,6.2,8.466,,14.666
3,Artur Dalaloyan,Russia,6.1,8.433,,14.533
4,Daiki Hashimoto,Japan,6.2,8.033,,14.233
5,Samuel Mikulak,United States,6.3,7.766,,14.066
6,Lin Chaopan,China,6.2,7.833,,14.033
7,Tyson Bull,Australia,6,7.2,,13.2
8,Tang Chia-Hung,Chinese Taipei,5.8,6.966,,12.766
