Rank,Athlete,Nation,D,E,ND,Total
1,Ibrahim Colak,Turkey,6.2,8.733,,14.933
2,Marco Lodadio,Italy,6.3,8.6,,14.9
3,Samir Aït Saïd,France,6.2,8.6,,14.8
4,Eleftherios Petrounias,Greece,6.3,8.433,,14.733
5,Arthur Zanetti,Brazil,6.2,8.525,,14.725
6,Denis Abliazin,Russia,6.3,8.366,,14.666
7,Artur Tovmasyan,Armenia,6.1,8.1,,14.2
8,Nick Klessing,Germany,6.1,8.066,,14.166
