Date,Competition,,VT,UB,BB,FX,AA
Aug 24-27,U.S. Championships,AA,14.55,13.25,12.05,13.1,52.95
Aug 24-27,U.S. Championships,QF,13.95,12.05,12.15,13.35,51.5
Aug 4-6,U.S. Classic,AA,0,0,13,0,0
Jul 9-12,July National Team Camp,AA,13.6,13.6,11.75,13.45,52.4
