Rank,Athlete,Nation,D,E,ND,Total
1,You Hao,China,6.8,8.266,,15.066
2,Ahmet Önder,Turkey,6.2,8.433,,14.633
3,Ferhat Arican,Turkey,6.5,7.866,,14.366
4,Mitchell Morgans,Australia,6,8.2,,14.2
5,Hibiki Arayashiki,Japan,5.9,8.166,,14.066
6,Mikhail Koudinov,New Zealand,5.9,7.033,,12.933
7,Akim Mussayev,Kazakhstan,5.6,6.666,,12.266
8,Tomomasa Hasegawa,Japan,5.1,6.366,,11.466
