Rank,Athlete,Nation,D,E,ND,Total
1,Lee Chih-Kai,Chinese Taipei,6.5,8.766,,15.266
2,Weng Hao,China,6.5,8.733,,15.233
3,Tomomasa Hasegawa,Japan,6.5,8.166,,14.666
4,Thierry Pellerin,Canada,6.1,7.6,,13.7
5,Ferhat Arican,Turkey,5.9,7.233,,13.133
6,Bram Louwije,Netherlands,6.2,6.566,,12.766
7,Akim Mussayev,Kazakhstan,5.6,7.1,,12.7
8,Cyril Tommasone,France,6.2,5.833,,12.033
