Rank,Athlete,Nation,D,E,ND,Total
1,Liu Yang,China,6.4,8.766,,15.166
2,You Hao,China,6.4,8.733,,15.133
3,Arthur Zanetti,Brazil,6.2,8.766,,14.966
4,Kazuya Takahashi,Japan,6.2,8.4,,14.6
5,Courtney Tulloch,Great Britain,6.4,8.2,,14.6
6,Igor Radivilov,Ukraine,6.3,8.266,,14.566
7,Ali Zahran,Egypt,6.2,8.2,,14.4
8,Ryan Oehrlein,Canada,6.1,7.9,,14
