Rank,Athlete,Nation,D,E,ND,Total
1,Hidetaka Miyachi,Japan,6.2,8.533,,14.733
2,Epke Zonderland,Netherlands,6.5,8.233,,14.733
3,Zhang Chenglong,China,6.5,7.833,,14.333
4,Mitchell Morgans,Australia,6,8.033,,14.033
5,Tyson Bull,Australia,5.8,8.166,,13.966
6,Ahmet Önder,Turkey,5.6,8.3,,13.9
7,Tin Srbic,Croatia,6.1,7.466,-0.3,13.266
8,Milad Karimi,Kazakhstan,5.4,6.8,,12.2
