Rank,Athlete,Nation,D,E,ND,Total
1,Carlos Edriel Yulo,Philippines,6.2,8.366,,14.566
2,Hibiki Arayashiki,Japan,5.9,8.6,,14.5
3,Rayderley Zapata,Spain,6.1,8.4,,14.5
3,Dominick Cunningham,Great Britain,6.1,8.4,,14.5
5,Kim Han-sol,South Korea,6.2,8,,14.2
6,Casimir Schmidt,Netherlands,6.1,7.733,,13.833
7,Christopher Remkes,Australia,6.9,6.833,,13.733
8,Ahmet Önder,Turkey,5.9,7.266,,13.166
